colloq_name,title,museum_id,classification,creation_date
Miró,The Little Stringbean,AIC,Prints and Drawings,
Miró,Painting,AIC,Modern Art,
Miró,Painting (Figures with Stars),AIC,Modern Art,
Miró,Ciphers and Constellations in Love with a Woman,AIC,Prints and Drawings,
Miró,Composition with Figures,AIC,Prints and Drawings,
Miró,Personnages on Black Ground,AIC,Prints and Drawings,
Miró,Composition,AIC,Prints and Drawings,
Miró,Pienture=Poésie,AIC,Prints and Drawings,
Miró,"Untitled, plate nine from The Barcelona Series",AIC,Prints and Drawings,
Miró,"Maquette for ""Miró's Chicago""",AIC,Modern Art,
Miró,The Philosophers I,AIC,Prints and Drawings,
Miró,"Plate seven, from Black and Red Series",AIC,Prints and Drawings,
Miró,Figure,AIC,Modern Art,
Miró,The Two Philosophers,AIC,Modern Art,
Miró,Composition from Série III,AIC,Prints and Drawings,
Miró,Composition,AIC,Prints and Drawings,
Miró,La Main,AIC,Prints and Drawings,
Miró,Exhibition Poster,AIC,Prints and Drawings,
Miró,Personnages Dane un Jardin,AIC,Prints and Drawings,
Miró,The Policeman,AIC,Modern Art,
Miró,"People, Birds, and Stars",AIC,Prints and Drawings,
Miró,Untitled (Head),AIC,Modern Art,
Miró,Drawing - Collage,AIC,Prints and Drawings,
Miró,Standing Woman,AIC,Prints and Drawings,
Miró,Viticulture,AIC,Prints and Drawings,
Miró,Woman,AIC,Prints and Drawings,
Miró,Painting (The Circus Horse),AIC,Modern Art,
Miró,Untitled,AIC,Prints and Drawings,
Miró,"Untitled, plate one from Album 13",AIC,Prints and Drawings,
Miró,Two Personages in Love with a Woman,AIC,Modern Art,
Miró,Configuration,AIC,Prints and Drawings,
Miró,Night Birds,AIC,Prints and Drawings,
Miró,"Personage, Animals, Mountains",AIC,Prints and Drawings,
Miró,Study,AIC,Prints and Drawings,
Miró,Group of Personages,AIC,Prints and Drawings,
Miró,Portrait of Miró,AIC,Prints and Drawings,
Miró,The Oar and the Wheel,AIC,Prints and Drawings,
Miró,Untitled,AIC,Prints and Drawings,
Miró,Untitled,AIC,Prints and Drawings,
Miró,Untitled,AIC,Prints and Drawings,
Miró,"Plate Six, from Black and Red Series",AIC,Prints and Drawings,
Miró,Untitled,AIC,Prints and Drawings,
Miró,Foolproof (A Toute Épreuve),AIC,Prints and Drawings,
Miró,Speaking Alone (Parler Seul),AIC,Prints and Drawings,
Miró,The Anti-Head: The Despairing One (L’Antitête: Le Désespéranto),AIC,Prints and Drawings,
Miró,"Portfolio Cover, from Constellations",AIC,Prints and Drawings,
Miró,Composition with Foot,AIC,Prints and Drawings,
Miró,Derrière le miroir (no. 14–15),AIC,Ryerson and Burnham Libraries Special Collections,
Miró,Lapidari,AIC,Prints and Drawings,
Munch,Herbert Esche's Daughter,AIC,Prints and Drawings,
Munch,Stéphane Mallarmé,AIC,Prints and Drawings,
Munch,Death and the Woman,AIC,Prints and Drawings,
Munch,Harpy,AIC,Prints and Drawings,
Munch,Consolation,AIC,Prints and Drawings,
Munch,Study of a Model,AIC,Prints and Drawings,
Munch,Women Bathing,AIC,Prints and Drawings,
Munch,Attraction II,AIC,Prints and Drawings,
Munch,Summernight. The Voice,AIC,Prints and Drawings,
Munch,Self-Portrait,AIC,Prints and Drawings,
Munch,The Scream,AIC,Prints and Drawings,
Munch,The Hands,AIC,Prints and Drawings,
Munch,Tingletangle,AIC,Prints and Drawings,
Munch,On the Waves of Love,AIC,Prints and Drawings,
Munch,Woman with Long Hair,AIC,Prints and Drawings,
Munch,Jealousy,AIC,Prints and Drawings,
Munch,Gunnar Heiberg,AIC,Prints and Drawings,
Munch,Self-Portrait in Moonlight,AIC,Prints and Drawings,
Munch,Young Woman from the Latin Quarter,AIC,Prints and Drawings,
Munch,The Kiss IV,AIC,Prints and Drawings,
Munch,Two Women on the Shore,AIC,Prints and Drawings,
Munch,Woman (The Sphinx),AIC,Prints and Drawings,
Munch,Man Bathing,AIC,Prints and Drawings,
Munch,Boys Bathing,AIC,Prints and Drawings,
Munch,The Fat Whore,AIC,Prints and Drawings,
Munch,Puberty,AIC,Prints and Drawings,
Munch,Evening in the Park,AIC,Prints and Drawings,
Munch,The Smell of Death,AIC,Prints and Drawings,
Munch,Henry van de Velde,AIC,Prints and Drawings,
Munch,Seated Man,AIC,Prints and Drawings,
Munch,Jealousy,AIC,Prints and Drawings,
Munch,The Bite,AIC,Prints and Drawings,
Munch,Secret,AIC,Prints and Drawings,
Munch,Adam and Eve,AIC,Prints and Drawings,
Munch,Galloping Horse,AIC,Prints and Drawings,
Munch,Sunbathing I,AIC,Prints and Drawings,
Munch,Self-Portrait with Hat I,AIC,Prints and Drawings,
Munch,Dr. Max Asch,AIC,Prints and Drawings,
Munch,Tête à tête,AIC,Prints and Drawings,
Munch,Moonlight. Night in St Cloud,AIC,Prints and Drawings,
Munch,Kristiania Bohemians I,AIC,Prints and Drawings,
Munch,The Sick Child,AIC,Prints and Drawings,
Munch,The Garden,AIC,Prints and Drawings,
Munch,The Garden at Night,AIC,Prints and Drawings,
Munch,Mrs. Marie Linde,AIC,Prints and Drawings,
Munch,Alpha and Omega:Title Page,AIC,Prints and Drawings,
Munch,Table of Contents,AIC,Prints and Drawings,
Munch,The Day After,AIC,Prints and Drawings,
Munch,A Boat Tied to a Pier,AIC,Prints and Drawings,
Munch,Self-Portrait,AIC,Prints and Drawings,
Munch,Henrik Ibsen at the Grand Café,AIC,Prints and Drawings,
Munch,Young Woman on the Beach,AIC,Prints and Drawings,
Munch,The Violin Concert,AIC,Prints and Drawings,
Munch,The Vampire II,AIC,Prints and Drawings,
Munch,Attraction I,AIC,Prints and Drawings,
Munch,The Dead Mother and Her Child,AIC,Prints and Drawings,
Munch,Boys Bathing,AIC,Prints and Drawings,
Munch,The Brooch. Eva Mudocci,AIC,Prints and Drawings,
Munch,Woman with Red Hair and Green Eyes. The Sin,AIC,Prints and Drawings,
Munch,Neutralia,AIC,Prints and Drawings,
Munch,Head of an Old Man with Beard,AIC,Prints and Drawings,
Munch,Anxiety,AIC,Prints and Drawings,
Munch,Woman's Head against the Shore,AIC,Prints and Drawings,
Munch,The Girls on the Bridge,AIC,Prints and Drawings,
Munch,The Day After,AIC,Prints and Drawings,
Munch,The Girl at the Window,AIC,Prints and Drawings,
Munch,The Garden in Front of Dr. Linde's House,AIC,Prints and Drawings,
Munch,Mrs. Marie Linde,AIC,Prints and Drawings,
Munch,Dr. Max Linde,AIC,Prints and Drawings,
Munch,Dr. Max Linde,AIC,Prints and Drawings,
Munch,Dr. Linde's Four Sons,AIC,Prints and Drawings,
Munch,A Mother's Joy,AIC,Prints and Drawings,
Munch,Theodor Linde,AIC,Prints and Drawings,
Munch,Nurse with a Boy/The Mother and the Crying Child,AIC,Prints and Drawings,
Munch,Veranda,AIC,Prints and Drawings,
Munch,Interior with Sculptures,AIC,Prints and Drawings,
Munch,Interior with a Child. Lothar Linde,AIC,Prints and Drawings,
Munch,The House,AIC,Prints and Drawings,
Munch,Dr. Max Linde,AIC,Prints and Drawings,
Munch,Vignette: Satyr's Head,AIC,Prints and Drawings,
Munch,Vignette:Amaryllis,AIC,Prints and Drawings,
Munch,Alpha and Omega,AIC,Prints and Drawings,
Munch,Moonrise,AIC,Prints and Drawings,
Munch,The Forest,AIC,Prints and Drawings,
Munch,The Forest,AIC,Prints and Drawings,
Munch,The Serpant is Killed,AIC,Prints and Drawings,
Munch,"The Bear, from Alpha and Omega",AIC,Prints and Drawings,
Munch,The Tiger,AIC,Prints and Drawings,
Munch,The Tiger and the Bear,AIC,Prints and Drawings,
Munch,Omega and the Flower,AIC,Prints and Drawings,
Munch,Omega's Eyes,AIC,Prints and Drawings,
Munch,Omega and the Deer,AIC,Prints and Drawings,
Munch,Omega and the Pig,AIC,Prints and Drawings,
Munch,Omega Weeping,AIC,Prints and Drawings,
Munch,Omega's Flight,AIC,Prints and Drawings,
Munch,Alpha's Progeny,AIC,Prints and Drawings,
Munch,Alpha's Despair,AIC,Prints and Drawings,
Munch,Omega's Death,AIC,Prints and Drawings,
Munch,Alpha's Death,AIC,Prints and Drawings,
Munch,The Girl at the Window,AIC,Prints and Drawings,
Munch,August Strindberg,AIC,Prints and Drawings,
Munch,Death in the Sickroom,AIC,Prints and Drawings,
Munch,Melancholy III,AIC,Prints and Drawings,
Munch,Madonna,AIC,Prints and Drawings,
Munch,The Girl by the Window,AIC,Painting and Sculpture of Europe,
Munch,Jealousy I,AIC,Prints and Drawings,
Munch,The Sick Child I,AIC,Prints and Drawings,
Munch,Two Human Beings. The Lonely Ones,AIC,Prints and Drawings,
Munch,Madonna,AIC,Prints and Drawings,
Munch,Portrait of a Young Woman (The American Girl),AIC,Prints and Drawings,
Munch,The Flower of Pain,AIC,Prints and Drawings,
Munch,"Portfolio cover and colophon page, from Max Linde's House",AIC,Prints and Drawings,
Munch,"Text, from Meier-Graefe portfolio",AIC,Prints and Drawings,
Courbet,The Valley of Les Puits-Noir,AIC,Painting and Sculpture of Europe,
Courbet,Mère Grégoire,AIC,Painting and Sculpture of Europe,
Courbet,The Brook of Les Puits-Noir,AIC,Painting and Sculpture of Europe,
Courbet,The Apostle Jean Journet,AIC,Prints and Drawings,
Courbet,The Rock of Hautepierre,AIC,Painting and Sculpture of Europe,
Courbet,Model Reading in the Studio,AIC,Prints and Drawings,
Courbet,Wooded Landscape,AIC,Painting and Sculpture of Europe,
Courbet,The Apostle Jean Journet,AIC,Prints and Drawings,
Courbet,An Alpine Scene,AIC,Painting and Sculpture of Europe,
Courbet,Rêverie (Portrait of Gabrielle Borreau),AIC,Painting and Sculpture of Europe,
Courbet,"Cliffs on the Sea Coast: Small Beach, Sunrise (Falaise au bord de la mer, vu Petite Plage, soleil levant)",AIC,Painting and Sculpture of Europe,
Courbet,The Woodcutters,AIC,Prints and Drawings,
Courbet,Young Women in a Wheat Field,AIC,Prints and Drawings,
Gauguin,Maoris and Animals,AIC,Prints and Drawings,
Gauguin,"Heads of Tahitian Women, Frontal and Profile Views",AIC,Prints and Drawings,
Gauguin,Head of a Tahitian with Profile of Second Head to His Right,AIC,Prints and Drawings,
Gauguin,Two Tahitian Women in a Landscape,AIC,Prints and Drawings,
Gauguin,Seated Tahitian Youth,AIC,Prints and Drawings,
Gauguin,Te burao (The Hibiscus Tree),AIC,Painting and Sculpture of Europe,
Gauguin,"Horse, with Other Animals and Ornaments",AIC,Prints and Drawings,
Gauguin,Mahana atua (Day of the God),AIC,Prints and Drawings,
Gauguin,"Noa Noa (Fragrant), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te po (The Night), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Seated Breton Woman,AIC,Prints and Drawings,
Gauguin,No te aha oe riri (Why Are You Angry?),AIC,Painting and Sculpture of Europe,
Gauguin,Woman in Front of a Still Life by Cezanne,AIC,Painting and Sculpture of Europe,
Gauguin,Arlésiennes (Mistral),AIC,Painting and Sculpture of Europe,
Gauguin,Nativity (Mother and Child Surrounded by Five Figures),AIC,Prints and Drawings,
Gauguin,"Three People, a Mask, a Fox and a Bird, headpiece forLe sourire",AIC,Prints and Drawings,
Gauguin,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Old Women of Arles, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,Portrait of Stéphane Mallarmé,AIC,Prints and Drawings,
Gauguin,Auti te pape (Women at the River) from the Noa Noa Suite,AIC,Prints and Drawings,
Gauguin,"Auti te pape (Women at the River), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Mahana no atua (Day of the God),AIC,Painting and Sculpture of Europe,
Gauguin,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Change of Residence, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Angel, Peacock, and Three Tahitians",AIC,Prints and Drawings,
Gauguin,Polynesian Woman with Children,AIC,Painting and Sculpture of Europe,
Gauguin,"Noa Noa (Fragrant), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,A Fisherman Drinking Beside His Canoe,AIC,Prints and Drawings,
Gauguin,"Te faruru (Here We Make Love), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Old Women of Arles, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Les cigales et les fourmis (The Grasshoppers and the Ants), from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"The Laundresses, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Les drames de la mer (Dramas of the Sea), from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Pastorales Martinique (Martinique Pastorals), from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Les drames de la mer: Bretagne (Dramas of the Sea: Brittany), from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Joies de Bretagne (Joys of Brittany), from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Human Miseries, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Breton Women by a Gate, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Breton Bathers, from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L'estampe originale",AIC,Prints and Drawings,
Gauguin,Crouching Tahitian Woman (related to the painting Nafea faa ipoipo [When Will You Marry?]),AIC,Prints and Drawings,
Gauguin,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Woman Picking Fruit and Oviri,AIC,Prints and Drawings,
Gauguin,"Plate with the Head of a Horned Devil, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"A Horse and Birds, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Three People, a Mask, a Fox, and a Bird, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Breton Bather,AIC,Prints and Drawings,
Gauguin,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),AIC,Prints and Drawings,
Gauguin,"Bust of a Nude Woman and Three-Quarter Figure of a Man with a White Cap in Profile, Third Small Figure at Far Right, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),AIC,Prints and Drawings,
Gauguin,"Wayside Shrine in Brittany, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Human Miseries, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Tahitian Idol—the Goddess Hina,AIC,Prints and Drawings,
Gauguin,Merahi metua no Tehamana (Tehamana Has Many Parents or The Ancestors of Tehamana),AIC,Painting and Sculpture of Europe,
Gauguin,"Le sourire: Journal méchant, Mar. 1900",AIC,Prints and Drawings,
Gauguin,Oviri,AIC,Prints and Drawings,
Gauguin,Oviri,AIC,Prints and Drawings,
Gauguin,"Buddha, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,A Fisherman Drinking Beside His Canoe,AIC,Prints and Drawings,
Gauguin,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,Still Life with Cat,AIC,Prints and Drawings,
Gauguin,Te po (The Night) from the Noa Noa Suite,AIC,Prints and Drawings,
Gauguin,"Noa Noa (Fragrant), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Noa Noa (Fragrant), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Manau tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te faruru (Here We Make Love), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Te atua (The God) from the Noa Noa Suite,AIC,Prints and Drawings,
Gauguin,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Auti te pape (Women at the River), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),AIC,Prints and Drawings,
Gauguin,Maori Woman in the Forest,AIC,Prints and Drawings,
Gauguin,Mahana atua (Day of the God),AIC,Prints and Drawings,
Gauguin,Tahitian Idol—the Goddess Hina,AIC,Prints and Drawings,
Gauguin,A Fisherman Drinking Beside His Canoe,AIC,Prints and Drawings,
Gauguin,Noa noa (Fragrant),AIC,Prints and Drawings,
Gauguin,Noa noa (Fragrant),AIC,Prints and Drawings,
Gauguin,Oviri,AIC,Prints and Drawings,
Gauguin,Oviri,AIC,Prints and Drawings,
Gauguin,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal sérieux, Sept. 19, 1899",AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal sérieux, Oct. 13, 1899",AIC,Prints and Drawings,
Gauguin,"Caricatures of Gauguin and Governor Gallet, with headpiece from Le sourire",AIC,Prints and Drawings,
Gauguin,Tahitian Girl in Pink Pareu,AIC,Prints and Drawings,
Gauguin,"Soyez amoureuses, vous serez heureuses (Love, and You Will be Happy), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Women, Animals, and Foliage, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"The Rape of Europa, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"The Ox Cart, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),AIC,Prints and Drawings,
Gauguin,"Te faruru (Here We Make Love), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Two Tahitian Women and a Marquesan Earplug,AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Interior of a Tahitian Hut, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Eve, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"At the Black Rocks, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"At the Black Rocks, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Tahitians, Flowers, and Leaves, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Tahitian Woman, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Two Women Chattering, headpiece for Le Sourire",AIC,Prints and Drawings,
Gauguin,The Woman with Figs,AIC,Prints and Drawings,
Gauguin,Jean René Gauguin,AIC,Prints and Drawings,
Gauguin,Hina,AIC,Prints and Drawings,
Gauguin,Memory of Meijer de Haan,AIC,Prints and Drawings,
Gauguin,Young Maoris,AIC,Prints and Drawings,
Gauguin,Two Maoris,AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Ia orana Maria (Hail Mary),AIC,Prints and Drawings,
Gauguin,"Te arii vahine—opoi (Woman with Mangos—Tired), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Soyez amoureuses, vous serez heureuses (Love, and You Will Be Happy), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Pape moe,AIC,Prints and Drawings,
Gauguin,"Auti te pape (Women at the River), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal méchant, Feb. 1900",AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal sérieux, Aug. 21, 1899",AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal sérieux, Nov. 1899",AIC,Prints and Drawings,
Gauguin,"Le sourire: Journal sérieux, Nov. 1899",AIC,Prints and Drawings,
Gauguin,Te raau rahi (The Big Tree),AIC,Painting and Sculpture of Europe,
Gauguin,"Seated Tahitian Woman (recto), Sketches of Roosters and Chickens (verso)",AIC,Prints and Drawings,
Gauguin,Tahitian Eve (related to the painting Parau ne te varua ino) (recto); Fragment of Inscription (related to Cahier pour Aline) (verso),AIC,Prints and Drawings,
Gauguin,Fragment of Long Inscription,AIC,Prints and Drawings,
Gauguin,Bust of a Young Breton Woman (Possibly Marie Lagadu),AIC,Prints and Drawings,
Gauguin,Design for a Jardiniere: The Toilette,AIC,Prints and Drawings,
Gauguin,"Sketches of Figures, Pandanus Leaf, and Vanilla Plant",AIC,Prints and Drawings,
Gauguin,Sketches of Tahitian Residence with Color Notations and Dogs,AIC,Prints and Drawings,
Gauguin,"Sketches of Seated Figures and Chickens (recto), Nude Female Torso (related to the painting Te a no areois [The Seed of the Areoi]) (verso), from the Carnet de Tahiti (Tahitian sketchbook)",AIC,Prints and Drawings,
Gauguin,"The Yellow Christ (recto), Female Bather Wading through a Brook",AIC,Prints and Drawings,
Gauguin,Photograph of Painting: Female Bather Wading Through a Brook,AIC,Prints and Drawings,
Gauguin,"Head of a Tahitian Woman (recto), Sketches of Anatomical Details (verso)",AIC,Prints and Drawings,
Gauguin,Sketches of Figures and Foliage (recto); Profile of Charles Laval with Palm Tree and Other Sketches (verso),AIC,Prints and Drawings,
Gauguin,Woman with a Cat,AIC,Prints and Drawings,
Gauguin,Study of Tahitian Heads,AIC,Prints and Drawings,
Gauguin,Chez les Maories: Sauvageries (At Home with the Maori: Savage Things),AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Reclining Tahitian (fragment),AIC,Prints and Drawings,
Gauguin,Still Life: Wood Tankard and Metal Pitcher,AIC,Painting and Sculpture of Europe,
Gauguin,Portrait of the Artist’s Mother (Eve),AIC,Prints and Drawings,
Gauguin,Design for a Fan Featuring a Landscape and a Statue of the Goddess Hina,AIC,Prints and Drawings,
Gauguin,Tahitian Hut,AIC,Prints and Drawings,
Gauguin,Tahitians Fishing,AIC,Prints and Drawings,
Gauguin,"Sketches of Children, a Woman, and Profiles (recto), Sketches of Horses and Child (verso)",AIC,Prints and Drawings,
Gauguin,"Sketches of Crouching and Standing Figures, a Pig, and a Hut at Water’s Edge",AIC,Prints and Drawings,
Gauguin,Ten Studies of Tahitian Figures,AIC,Prints and Drawings,
Gauguin,Man with an Ax,AIC,Prints and Drawings,
Gauguin,Seated Tahitian Woman (recto); Standing Tahitian Woman (verso),AIC,Prints and Drawings,
Gauguin,"Sketches of Figures, Hands, and Feet (related to the painting Aha oe feii? [What! Are You Jealous?])",AIC,Prints and Drawings,
Gauguin,Sketch of Maori Woman and Child,AIC,Prints and Drawings,
Gauguin,Parau Hina Tefatou (Words between Goddess of the Moon and God of the Earth),AIC,Prints and Drawings,
Gauguin,Aha oe feii? (What! Are You Jealous?),AIC,Prints and Drawings,
Gauguin,Tahitian Girl in a Pink Pareu,AIC,Prints and Drawings,
Gauguin,Tahitian Landscape,AIC,Prints and Drawings,
Gauguin,Seated Female (related to the painting Sister of Charity),AIC,Prints and Drawings,
Gauguin,Bust of a Tahitian Woman,AIC,Prints and Drawings,
Gauguin,Two Standing Tahitian Women,AIC,Prints and Drawings,
Gauguin,"Change of Residence, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Three People, a Mask, a Fox and a Bird, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,Tahitian Idol—the Goddess Hina,AIC,Prints and Drawings,
Gauguin,"Auti te pape (Women at the River), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Soyez amoureuses, vous serez heureuses (Love, and You Will Be Happy), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Man Carrying Bananas Followed by Two Horses, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Te atua (The God), from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,"Interior of a Tahitian Hut, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,A Fisherman Drinking Beside His Canoe,AIC,Prints and Drawings,
Gauguin,"Two Women Chattering, headpiece for Le Sourire",AIC,Prints and Drawings,
Gauguin,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,Woman Picking Fruit and Oviri,AIC,Prints and Drawings,
Gauguin,"A Horse and Birds, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",AIC,Prints and Drawings,
Gauguin,"Women, Animals, and Foliage, from the Suite of Late Wood-Block Prints",AIC,Prints and Drawings,
Gauguin,Christ on the Cross,AIC,Prints and Drawings,
Gauguin,Noa noa (Fragrant),AIC,Prints and Drawings,
Gauguin,"Tahitians, Flowers, and Leaves, headpiece for Le sourire",AIC,Prints and Drawings,
Gauguin,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L’estampe originale",AIC,Prints and Drawings,
Gauguin,Ia orana Maria (Hail Mary),AIC,Prints and Drawings,
Gauguin,Two Maori Women Squatting Down,AIC,Prints and Drawings,
Gauguin,"Sketches of Various Animals and Head (recto), Sketches of a Head, Figure in Profile, Anatomical Details, and Animals (verso)",AIC,Prints and Drawings,
Gauguin,Sketches of Standing Figures and Animals,AIC,Prints and Drawings,
Gauguin,Seated Tahitian Women (related to the painting Nafea faa ipoipo [When Will You Marry?]) and Other Sketches,AIC,Prints and Drawings,
Gauguin,Breton Peasants,AIC,Prints and Drawings,
