fullname,colloq_name,title,creation_date,department,type
Albrecht Dürer,Dürer,The Apostle Thomas,1514,Prints,Print
Albrecht Dürer,Dürer,St. Jerome in his Study,1514,Prints,Print
Albrecht Dürer,Dürer,Virgin Crowned by an Angel,1520,Prints,Print
Albrecht Dürer,Dürer,Sudarium Displayed by Two Angels,1513,Prints,Print
Albrecht Dürer,Dürer,The Small Passion:  The Betrayal of Christ,c. 1509–10,Prints,Print
Albrecht Dürer,Dürer,The Little Courier,c. 1496,Prints,Print
Albrecht Dürer,Dürer,The Virgin and Child Seated by the Wall,1514,Prints,Print
Albrecht Dürer,Dürer,The Virgin with the Swaddled Child,1520,Prints,Print
Albrecht Dürer,Dürer,The Small Passion:  Christ Before Pilate,c. 1509–1511,Prints,Print
Albrecht Dürer,Dürer,The Prodigal Son,c. 1496,Prints,Print
Albrecht Dürer,Dürer,The Small Passion:  Lamentation,c. 1509–1510,Prints,Print
Albrecht Dürer,Dürer,Holy Family with the Butterfly,c. 1495,Prints,Print
Albrecht Dürer,Dürer,St. Jerome in His Study,1514,Prints,Print
Albrecht Dürer,Dürer,Landscape with the Cannon,1518,Prints,Print
Albrecht Dürer,Dürer,Peasant Couple Dancing,1514,Prints,Print
Albrecht Dürer,Dürer,Three Peasants in Conversation,c. 1497,Prints,Print
Albrecht Dürer,Dürer,The Rhinoceros,1515,Prints,Print
Albrecht Dürer,Dürer,Small Passion: The Deposition,c. 1509–10,Prints,Print
Albrecht Dürer,Dürer,The Little Passion: Pilate Washing his Hands,1509–1510,Prints,Print
Georges Braque,Braque,"The Port of l'Estaque, the Pier",1906,Modern European Painting and Sculpture,Painting
Georges Braque,Braque,Basket of Anemones,1924,Modern European Painting and Sculpture,Painting
Georges Braque,Braque,Fox,1911,Prints,Print
Georges Braque,Braque,Illustration for Hesiode:  La Théogonie,early 1930s,Prints,Print
Georges Braque,Braque,Violin,early 1914,Drawings,Drawing
Georges Braque,Braque,Guitar and Bottle of Marc on a Table,1930,Modern European Painting and Sculpture,Painting
Georges Braque,Braque,The Crystal Vase,1929,Modern European Painting and Sculpture,Painting
John Constable,Constable,"Hampstead Heath, Looking Toward Harrow",c. 1821,Modern European Painting and Sculpture,Painting
John Constable,Constable,Landscape with Trees Surrounding a Pond,c. 1800–37,Drawings,Drawing
John Constable,Constable,Landscape,c. 1796–1837,Drawings,Drawing
John Constable,Constable,"Branch Hill Pond, Hampstead",1828,Modern European Painting and Sculpture,Painting
Edgar Degas,Degas,Dancers,c. 1896,Drawings,Drawing
Edgar Degas,Degas,Dancer at Rest,c. 1895,Drawings,Drawing
Edgar Degas,Degas,The Jockey,c. 1885–1900,Drawings,Drawing
Edgar Degas,Degas,Mary Cassatt at the Louvre:  The Paintings Gallery,1879–80,Prints,Print
Edgar Degas,Degas,Mary Cassatt at the Louvre: The Etruscan Gallery,1879–80,Prints,Print
Edgar Degas,Degas,After the Bath III,1891–92,Prints,Print
Edgar Degas,Degas,"Nude Man Standing, with Left Hand Raised",c. 1900,Drawings,Drawing
Edgar Degas,Degas,"Nude Woman with Towel, Standing",1891–92,Prints,Print
Edgar Degas,Degas,Frieze of Dancers,c. 1895,Modern European Painting and Sculpture,Painting
Edgar Degas,Degas,Mary Cassatt at the Louvre: The Paintings Gallery,1879–80,Prints,Print
Edgar Degas,Degas,Sheet of Studies and Sketches,1858,Drawings,Drawing
Edgar Degas,Degas,Victoria Dubourg,c. 1866,Drawings,Drawing
Edgar Degas,Degas,Diego Martelli,1879,Drawings,Drawing
Edgar Degas,Degas,"Nude Woman Standing, Drying Herself",1891–92,Prints,Print
Edgar Degas,Degas,Paul Lafond and Alphonse Cherfils Examining a Painting,c. 1878–80,Modern European Painting and Sculpture,Painting
Edgar Degas,Degas,Before the Race,c. 1887–89,Drawings,Drawing
Edgar Degas,Degas,"Stefanina Primicile Carafa, Marchioness of Cicerale and Duchess of Montejasi",c. 1875,Modern European Painting and Sculpture,Painting
Edgar Degas,Degas,Estérel Village,c. 1890,Prints,Print
Edgar Degas,Degas,Angel Blowing a Trumpet,1857–59,Drawings,Drawing
Edgar Degas,Degas,In the Salon,c. 1880s,Prints,Print
Edgar Degas,Degas,Ludovic Lepic Holding His Dog,1889,Drawings,Drawing
Edgar Degas,Degas,Self-Portrait,1857,Prints,Print
Edgar Degas,Degas,Mlle Bécat at the Café des Ambassadeurs,1877–78,Prints,Print
Edgar Degas,Degas,Four Studies of the Head of a Young Italian Woman,1856,Drawings,Drawing
Edgar Degas,Degas,Horse and Rider,c. 1890,Drawings,Drawing
Edgar Degas,Degas,Dancer Looking at the Sole of her Right Foot,1896–97,Modern European Painting and Sculpture,Sculpture
Edgar Degas,Degas,The Laundresses,1879–80,Prints,Print
Edgar Degas,Degas,Woman in a Ruffled Cap,1859–60,Prints,Print
Edgar Degas,Degas,Actresses in Their Dressing Rooms,1879–80,Prints,Print
Claude Monet,Monet,Gardener's House at Antibes,1888,Modern European Painting and Sculpture,Painting
Claude Monet,Monet,"Low Tide at Pourville, near Dieppe, 1882",1882,Modern European Painting and Sculpture,Painting
Claude Monet,Monet,Spring Flowers,1864,Modern European Painting and Sculpture,Painting
Claude Monet,Monet,The Red Kerchief,c. 1868–73,Modern European Painting and Sculpture,Painting
Winslow Homer,Homer,Early Morning After a Storm at Sea,1900–1903,American Painting and Sculpture,Painting
Winslow Homer,Homer,Shepherdess,c. 1878,Drawings,Drawing
Winslow Homer,Homer,Saved,1889,Prints,Print
Winslow Homer,Homer,Eight Bells,1887,Prints,Print
Winslow Homer,Homer,Fly Fishing,1889,Prints,Print
Winslow Homer,Homer,Mending the Tears,1888,Prints,Print
Winslow Homer,Homer,The Life Line,1884,Prints,Print
Winslow Homer,Homer,Perils of the Sea,1888,Prints,Print
Winslow Homer,Homer,The Beach at Long Branch,1869,Prints,Print
Winslow Homer,Homer,"The Great Russian Ball at the Academy of Music, November 5, 1863",1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  Our Jolly Cook,1863,Prints,Print
Winslow Homer,Homer,Katy Darling - Sheet Music Cover,c. 1857,Prints,Print
Winslow Homer,Homer,"Oh Whistle and I'll Come to you, My Lad - Sheet Music Cover",,Prints,Print
Winslow Homer,Homer,The Wheelbarrow Polka - Sheet Music Cover,1856,Prints,Print
Winslow Homer,Homer,Walter and Florence - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Minnie Clyde - Sheet Music Cover,1857,Prints,Print
Winslow Homer,Homer,The Lay of Pestal - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Annie Laurie - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Our Land - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,National Songs of America - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,The Dinner Bell Polka - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Near the Broken Stile - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,"Ever of Thee, I'm Fondly Dreaming - Sheet Music Cover",,Prints,Print
Winslow Homer,Homer,Let me Kiss him for his Mothers - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Fire Fiend - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,The Ratcatcher's Daughter - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,The Wreath - Sheet Music Cover,,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  Our Jolly Cook,1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  Foraging,1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  The Letter for Home,1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  The Baggage Train,1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  A Pass Time,1863,Prints,Print
Winslow Homer,Homer,Campaign Sketches:  The Coffee Call,1863,Prints,Print
Winslow Homer,Homer,Massachusetts Senate,1856,Prints,Print
Winslow Homer,Homer,The Bright Side,1866,Prints,Print
Winslow Homer,Homer,"The Watch, Eastern Shore",1880s,Prints,Print
Winslow Homer,Homer,The North Wood,1889,Prints,Print
Winslow Homer,Homer,Fly Fishing,1889,Prints,Print
Winslow Homer,Homer,Mending the Nets,1888,Prints,Print
Winslow Homer,Homer,All's Well,,Prints,Print
Winslow Homer,Homer,A Fishing Party,1890,Prints,Print
Winslow Homer,Homer,"Boys Swimming, Gloucester Harbor",1894,Prints,Print
Winslow Homer,Homer,The Match between the Sophs and Freshmen ,1857,Prints,Print
Winslow Homer,Homer,The Match between the Sophs and Freshmen - The Opening,1857,Prints,Print
Winslow Homer,Homer,"Freshmen
",1857,Prints,Print
Winslow Homer,Homer,Sophs,1857,Prints,Print
Winslow Homer,Homer,Juniors,1857,Prints,Print
Winslow Homer,Homer,Seniors,1857,Prints,Print
Winslow Homer,Homer,Spring in the City,1858,Prints,Print
Winslow Homer,Homer,The Boston Common,1858,Prints,Print
Winslow Homer,Homer,The Baths at Newport,1858,Prints,Print
Winslow Homer,Homer,Picknicking in the Woods,1858,Prints,Print
Winslow Homer,Homer,"Husking the Corn in New England
",1858,Prints,Print
Winslow Homer,Homer,Driving Home the Corn; The Dance after the Husking,1858,Prints,Print
Winslow Homer,Homer,Driving Home the Corn,1858,Prints,Print
Winslow Homer,Homer,The Dance after the Husking,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day ,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - Ways and Means,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - Arrival at the Old Home,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - The Dinner,1858,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - The Dance,1858,Prints,Print
Winslow Homer,Homer,Christmas ,1858,Prints,Print
Winslow Homer,Homer,Christmas - Gathering Evergreens,1858,Prints,Print
Winslow Homer,Homer,The Christmas Tree,1858,Prints,Print
Winslow Homer,Homer,Santa Claus and his Presents,1858,Prints,Print
Winslow Homer,Homer,Christmas Out of Doors,1858,Prints,Print
Winslow Homer,Homer,Skating at Boston,1859,Prints,Print
Winslow Homer,Homer,March Winds; April Showers,1859,Prints,Print
Winslow Homer,Homer,March Winds,1859,Prints,Print
Winslow Homer,Homer,April Showers,1859,Prints,Print
Winslow Homer,Homer,May Day in the Country,1859,Prints,Print
Winslow Homer,Homer,August in the Country - The Seashore,1859,Prints,Print
Winslow Homer,Homer,A Cadet Hop at West Point,1859,Prints,Print
Winslow Homer,Homer,"The Grand Review at Camp Massachusetts, near Concord, September 9, 1859",1859,Prints,Print
Winslow Homer,Homer,Fall Games - The Apple Bee,1859,Prints,Print
Winslow Homer,Homer,A Merry Christmas and a Happy New Year,1859,Prints,Print
Winslow Homer,Homer,The Sleighing Season - The Upset,1860,Prints,Print
Winslow Homer,Homer,A Snow Slide in the City,1860,Prints,Print
Winslow Homer,Homer,"Skating on the Ladies' Skating Pond in Central Park, New York",1860,Prints,Print
Winslow Homer,Homer,"Scene in Union Square, New York, on a March Day",1860,Prints,Print
Winslow Homer,Homer,"The Drive in Central Park, New York, September, 1860",1860,Prints,Print
Winslow Homer,Homer,"Thanksgiving Day, 1860 - The Two Great Classes of Society",1860,Prints,Print
Winslow Homer,Homer,The Georgia Delegation in Congress,1861,Prints,Print
Winslow Homer,Homer,Seeing the Old Year Out,1861,Prints,Print
Winslow Homer,Homer,The Seceding Mississippi Delegation in Congress,1861,Prints,Print
Winslow Homer,Homer,The Inaugural Procession at Washington Passing the Gate of the Capital Grounds,1861,Prints,Print
Winslow Homer,Homer,Presidents Buchanan and Lincoln Entering the Senate Chamber before the Inauguration,1861,Prints,Print
Winslow Homer,Homer,"The Inauguration of Abraham Lincoln as President of the United States, at the Capitol, Washington, March 4, 1861",1861,Prints,Print
Winslow Homer,Homer,"General Thomas Swearing in the Volunteers Called into the Service of the United States at Washington,  D.C.",1861,Prints,Print
Winslow Homer,Homer,"The Advance Guard of the Grand Army of the United States Crossing the Long Bridge over the Potomac, at 2 a.m. on May 24, 1861",1861,Prints,Print
Winslow Homer,Homer,The War - Making Havelocks for the Volunteers,1861,Prints,Print
Winslow Homer,Homer,"Crew of the United States Steam-Sloop ""Colorado,""  Shipped at Boston, June 1861",1861,Prints,Print
Winslow Homer,Homer,The Songs of the War,1861,Prints,Print
Winslow Homer,Homer,A Bivouac Fine on the Potomac,1861,Prints,Print
Winslow Homer,Homer,"Great Fair Given at the City Assembly Rooms, New York, December, 1861, in Aid of the City Poor",1861,Prints,Print
Winslow Homer,Homer,"Christmas Boxes in Camp - Christmas, 1861",1862,Prints,Print
Winslow Homer,Homer,The Skating Season - 1862,1862,Prints,Print
Winslow Homer,Homer,"Our Army before Yorktown, Virginia",1862,Prints,Print
Winslow Homer,Homer,Rebels Outside Their Works at Yorktown Reconnoitering with Dark Lanterns,1862,Prints,Print
Winslow Homer,Homer,The Union Cavalry and Artillery Starting in Pursuit of the Rebels up the Yorktown Turnpike,1862,Prints,Print
Winslow Homer,Homer,Charge of the First Massachusetts Regiment on a Rebel Rifle Pit near Yorktown,1862,Prints,Print
Winslow Homer,Homer,The Army of the Potomac - Our Outlying Picket in the Woods,1862,Prints,Print
Winslow Homer,Homer,News from the War,1862,Prints,Print
Winslow Homer,Homer,"The War for the Union, 1862 - A Cavalry Charge",1862,Prints,Print
Winslow Homer,Homer,The Surgeon at Work at the Rear during an Engagement,1862,Prints,Print
Winslow Homer,Homer,"The War for the Union, 1862 - A Bayonet Charge",1862,Prints,Print
Winslow Homer,Homer,Our Women and the War,1862,Prints,Print
Winslow Homer,Homer,The Army of the Potomac - A Sharpshooter on Picket Duty,1862,Prints,Print
Winslow Homer,Homer,Thanksgiving in Camp,1862,Prints,Print
Winslow Homer,Homer,Thanksgiving in Camp,1862,Prints,Print
Winslow Homer,Homer,A Shell in the Rebel Trenches,1863,Prints,Print
Winslow Homer,Homer,Winter Quarters in Camp - The Inside of a Hut,1863,Prints,Print
Winslow Homer,Homer,Pay Day in the Army of the Potomac,1863,Prints,Print
Winslow Homer,Homer,"The Approach of the British Pirate ""Alabama""",1863,Prints,Print
Winslow Homer,Homer,Home from the War,1863,Prints,Print
Winslow Homer,Homer,The Russian Ball - In the Supper Room,1863,Prints,Print
Winslow Homer,Homer,"The Great Russian Ball at the Academy of Music, November 5, 1863",1863,Prints,Print
Winslow Homer,Homer,Halt of the Wagon Train,1864,Prints,Print
Winslow Homer,Homer,"""Any Thing for Me, If you Please?"" - Post-Office of the Brooklyn Fair in Aid of the Sanitary Commission",1864,Prints,Print
Winslow Homer,Homer,Floral Department of the Great Fair,1864,Prints,Print
Winslow Homer,Homer,Army of othe Potomac - Sleeping on Their Arms,1864,Prints,Print
Winslow Homer,Homer,Thanksgiving Day in the Army - After Dinner:  The Wish-Bone,1864,Prints,Print
Winslow Homer,Homer,"Holiday in Camp - Soldiers Playing ""Foot-Ball""",1865,Prints,Print
Winslow Homer,Homer,Our Watering Places - The Empty Sleeve at Newport,1865,Prints,Print
Winslow Homer,Homer,Our Watering Places - Horse Racing at Saratoga,1865,Prints,Print
Winslow Homer,Homer,"A Parisian Ball - Dancing at the Mabille, Paris",1867,Prints,Print
Winslow Homer,Homer,A Parisian Ball - Dancing at the Casino,1867,Prints,Print
Winslow Homer,Homer,"Art Students and Copyists in the Louvre Gallery, Paris",1864,Prints,Print
Winslow Homer,Homer,"""Winter"" - A Skating Scene",1868,Prints,Print
Winslow Homer,Homer,St. Valentine's - The Old Story in All Lands,1868,Prints,Print
Winslow Homer,Homer,The Morning Walk - Young Ladies' School Promenading the Avenue,1868,Prints,Print
Winslow Homer,Homer,Fire-Works on the Night of the Fourth of July,1868,Prints,Print
Winslow Homer,Homer,"New England Factory Life - ""Bell-Time""",1868,Prints,Print
Winslow Homer,Homer,"""Our Next President""
",1868,Prints,Print
Winslow Homer,Homer,Christmas Belles,1869,Prints,Print
Winslow Homer,Homer,The New Year - 1869,1868,Prints,Print
Winslow Homer,Homer,Winter at Sea - Taking in Sail Off the Coast,1869,Prints,Print
Winslow Homer,Homer,"Jurors Listening to Counsel, Supreme Court, New City Hall, New York",1869,Prints,Print
Winslow Homer,Homer,The Summit of Mount Washington,1869,Prints,Print
Winslow Homer,Homer,"1860 - 1870
",1870,Prints,Print
Winslow Homer,Homer,1860 - 1870,1870,Prints,Print
Winslow Homer,Homer,Tenth Commandment,1870,Prints,Print
Winslow Homer,Homer,Spring Farm Work - Grafting,1870,Prints,Print
Winslow Homer,Homer,Spring Blossoms,1870,Prints,Print
Winslow Homer,Homer,The Dinner Horn,1870,Prints,Print
Winslow Homer,Homer,"On the Bluff at Long Branch, at the Bathing Hour",1870,Prints,Print
Winslow Homer,Homer,Making Hay,1872,Prints,Print
Winslow Homer,Homer,"On the Beach - Two are Company, Three are None",1872,Prints,Print
Winslow Homer,Homer,"Under the Falls, Catskill Mountains From a Painting by Winslow Homer",1872,Prints,Print
Winslow Homer,Homer,"The Wreck of the ""Atlantic"" - Cast Up by the Sea",1873,Prints,Print
Winslow Homer,Homer,The Noon Recess,1873,Prints,Print
Winslow Homer,Homer,The Bathers,1873,Prints,Print
Winslow Homer,Homer,The Nooning,1873,Prints,Print
Winslow Homer,Homer,Seaside Sketches - A Clam-Bake,1873,Prints,Print
Winslow Homer,Homer,"""Snap-the-Whip""",1873,Prints,Print
Winslow Homer,Homer,"Gloucester Harbor
",1873,Prints,Print
Winslow Homer,Homer,Gloucester Harbor,1873,Prints,Print
Winslow Homer,Homer,"Ship-Building, Gloucester Harbor",1873,Prints,Print
Winslow Homer,Homer,"""Dad's Coming!""",1873,Prints,Print
Winslow Homer,Homer,The Last Days of Harvest,1873,Prints,Print
Winslow Homer,Homer,The Morning Bell,1873,Prints,Print
Winslow Homer,Homer,Station-House Lodgers,1874,Prints,Print
Winslow Homer,Homer,"Watch-Tower, Corner of Spring and Varick Streets, New York",1874,Prints,Print
Winslow Homer,Homer,The Chinese in New York - Scene in a Baxter Street Club-House,1874,Prints,Print
Winslow Homer,Homer,"New York Charities - St. Barnabas House, 304 Mulberry Street",1874,Prints,Print
Winslow Homer,Homer,"Raid on a Sand-Swallow Colony - ""How Many Eggs?""",1874,Prints,Print
Winslow Homer,Homer,Gathering Berries,1874,Prints,Print
Winslow Homer,Homer,On the Beach at Long Branch - The Children's Hour,1874,Prints,Print
Winslow Homer,Homer,"See Saw - Gloucester, Massachusetts",1874,Prints,Print
Winslow Homer,Homer,Flirting on the Seashore and on the Meadow,1874,Prints,Print
Winslow Homer,Homer,Camping Out in the Adirondack Mountains,1874,Prints,Print
Winslow Homer,Homer,"The Battle of Bunker Hill - Watching the Fight from Copp's Hill, in Boston",1875,Prints,Print
Winslow Homer,Homer,"""All in the Gay and Golden Weather""",1869,Prints,Print
Winslow Homer,Homer,The Artist in the Country,1869,Prints,Print
Winslow Homer,Homer,Summer in the Country,1869,Prints,Print
Winslow Homer,Homer,On the Road to Lake George,1869,Prints,Print
Winslow Homer,Homer,The Last Load,1869,Prints,Print
Winslow Homer,Homer,The Picnic Excursion,1869,Prints,Print
Winslow Homer,Homer,The Beach at Long Branch,1869,Prints,Print
Winslow Homer,Homer,The Fishing Party,1869,Prints,Print
Winslow Homer,Homer,Danger Ahead,1870,Prints,Print
Winslow Homer,Homer,A Quiet Day in the Woods,1870,Prints,Print
Winslow Homer,Homer,Captain J. W. Watkins,1857,Prints,Print
Winslow Homer,Homer,"Corner Winter, Washington and Summer Streets, Boston",1857,Prints,Print
Winslow Homer,Homer,"Hon. William Haile, Governor of New Hampshire",1857,Prints,Print
Winslow Homer,Homer,The Fountain at Boston Common,1857,Prints,Print
Winslow Homer,Homer,A Boston Watering-Cart,1857,Prints,Print
Winslow Homer,Homer,The Late William Wood,1857,Prints,Print
Winslow Homer,Homer,"View in South Market Street, Boston",1857,Prints,Print
Winslow Homer,Homer,Hon. Robert I. Burbank,1857,Prints,Print
Winslow Homer,Homer,Rembrandt Peale,1857,Prints,Print
Winslow Homer,Homer,"Emigrant Arrival at Constitution Wharf, Boston",1857,Prints,Print
Winslow Homer,Homer,"Boston Evening Street Scene, at Corner of Court and Brattle Streets",1857,Prints,Print
Winslow Homer,Homer,Blindman's Buff; Husking Party Finding the Red Ears,1857,Prints,Print
Winslow Homer,Homer,Blindman's Buff,1857,Prints,Print
Winslow Homer,Homer,Husking Party Finding the Red Ears,1857,Prints,Print
Winslow Homer,Homer,Family Party Playing at Fox and Geese; Coasting Out of Doors,1857,Prints,Print
Winslow Homer,Homer,Family Party Playing at Fox and Geese,1857,Prints,Print
Winslow Homer,Homer,Coasting Out of Doors,1857,Prints,Print
Winslow Homer,Homer,"The ""Cold Term,"" Boston - Scene, Corner Milk and Washington Streets",1858,Prints,Print
Winslow Homer,Homer,"Class Day, at Harvard University, Cambridge, Massachusetts",1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches,1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches:  Landing at the Cape,1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches:  Morning Ablutions,1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches,1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches:  Cooking,1858,Prints,Print
Winslow Homer,Homer,Camp Meeting Sketches:  The Tent,1858,Prints,Print
Winslow Homer,Homer,Theodore Parker,1858,Prints,Print
Winslow Homer,Homer,"William E. Burton, Esq., Comedian",1858,Prints,Print
Winslow Homer,Homer,Henry Wadsworth Longfellow,1858,Prints,Print
Winslow Homer,Homer,Hon. Stephen A. Douglas,1859,Prints,Print
Winslow Homer,Homer,"Hon. Charles Hale, Speaker of the House, Massachusetts Legislature",1859,Prints,Print
Winslow Homer,Homer,"Skating on Jamaica Pond, near Boston",1859,Prints,Print
Winslow Homer,Homer,"Sleighing in Haymarket Square, Boston; Sleighing on the Road, Brighton, near Boston",1859,Prints,Print
Winslow Homer,Homer,"Sleighing in Haymarket Square, Boston",1859,Prints,Print
Winslow Homer,Homer,"Sleighing on the Road, Brighton, near Boston",1859,Prints,Print
Winslow Homer,Homer,Ralph Waldo Emerson,1859,Prints,Print
Winslow Homer,Homer,"Trotting on the Mill Dam, Boston",1859,Prints,Print
Winslow Homer,Homer,"Mrs. Cunningham, Boston Museum",1859,Prints,Print
Winslow Homer,Homer,Maria Piccolomini,1859,Prints,Print
Winslow Homer,Homer,"Nahum Capen, Esq., Postmaster of Boston",1859,Prints,Print
Winslow Homer,Homer,"La Petite Angelina and Miss C. Thompson, at the Boston Museum; Evening Scene at the Skating Park, Boston",1859,Prints,Print
Winslow Homer,Homer,"La Petite Angelina and Miss C. Thompson, at the Boston Museum",1859,Prints,Print
Winslow Homer,Homer,"Evening Scene at the Skating Park, Boston",1859,Prints,Print
Winslow Homer,Homer,"Fletcher Webster, Esq., Surveyor of Boston",1859,Prints,Print
Winslow Homer,Homer,"Samuel Masury, Daguerreotypist and Photographer",1859,Prints,Print
Winslow Homer,Homer,"Hon. James A. Pearce, U. S. Senator from Maryland",1859,Prints,Print
Winslow Homer,Homer,"The New Town of Belmont, Massachusetts",1859,Prints,Print
Winslow Homer,Homer,The Late Col. Samuel Jaques,1859,Prints,Print
Winslow Homer,Homer,The Wonderful Dutton Children,1859,Prints,Print
Winslow Homer,Homer,"Scene on the Back Bay Lands, Boston",1859,Prints,Print
Winslow Homer,Homer,"The Aquarial Gardens, Bromfield Street, Boston",1859,Prints,Print
Winslow Homer,Homer,Cricket Players on Boston Common,1859,Prints,Print
Winslow Homer,Homer,"Madame Laborde, the Prima Donna",1859,Prints,Print
Winslow Homer,Homer,High Tide,1870,Prints,Print
Winslow Homer,Homer,Low Tide,1870,Prints,Print
Winslow Homer,Homer,The Robin's Note,1870,Prints,Print
Winslow Homer,Homer,Chestnutting,1870,Prints,Print
Winslow Homer,Homer,Trapping in the Adirondacks,1870,Prints,Print
Winslow Homer,Homer,"A Winter Morning, - Shovelling Out",1871,Prints,Print
Winslow Homer,Homer,Deer Stalking in the Adirondacks in Winter,1871,Prints,Print
Winslow Homer,Homer,Lumbering in Winter,1871,Prints,Print
Winslow Homer,Homer,Cutting a Figure,1871,Prints,Print
Winslow Homer,Homer,"A Country Store, Getting Weighed",1871,Prints,Print
Winslow Homer,Homer,"At Sea, Signalling a Passing Steamer",1871,Prints,Print
Winslow Homer,Homer,"Bathing at Long Branch, - ""Oh, Ain't it Cold!""",1871,Prints,Print
Winslow Homer,Homer,"""She Turned her Face to the Window""",1868,Prints,Print
Winslow Homer,Homer,"""You  Are Really Picturesque, My Love""",1868,Prints,Print
Winslow Homer,Homer,Jessie Remained Alone at the Table,1868,Prints,Print
Winslow Homer,Homer,"""Orrin, Make Haste, I Am Perishing""",1868,Prints,Print
Winslow Homer,Homer,"""I Cannot!  It Would Be a Sin!  A Fearful Sin!""",1868,Prints,Print
Winslow Homer,Homer,"""Hi! H-O-O-O!  He Done Come.  Jumboloro Tell You First.""",1869,Prints,Print
Winslow Homer,Homer,"""Come!""",1869,Prints,Print
Winslow Homer,Homer,"""Come!""",1869,Prints,Print
Winslow Homer,Homer,"""I Call them my Children - To Myself, Susan.""",1869,Prints,Print
Winslow Homer,Homer,"""I Call them my Children - To Myself, Susan.""",1869,Prints,Print
Winslow Homer,Homer,Weary and Dissatisfied with Everything,1869,Prints,Print
Winslow Homer,Homer,Weary and Dissatisfied with Everything,1869,Prints,Print
Winslow Homer,Homer,"In Came a Storm of Wind, Rain and Spray - and Portia",1869,Prints,Print
Winslow Homer,Homer,"In Came a Storm of Wind, Rain and Spray - and Portia",1869,Prints,Print
Winslow Homer,Homer,George Blake's Letter,1870,Prints,Print
Winslow Homer,Homer,Opening Day in New York,1868,Prints,Print
Winslow Homer,Homer,"The Fourth of July in Tompkins Square, New York - ""The Sogers Are Coming""",1868,Prints,Print
Winslow Homer,Homer,Waiting for Calls on New Year's Day,1869,Prints,Print
Winslow Homer,Homer,Another Year by the Old Clock,1870,Prints,Print
Winslow Homer,Homer,The Coolest Spot in New England - Summit of Mount Washington,1870,Prints,Print
Winslow Homer,Homer,On the Beach at Long Branch,1870,Prints,Print
Winslow Homer,Homer,The Family Record,1875,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - Hanging up the Musket,1865,Prints,Print
Winslow Homer,Homer,Thanksgiving Day - The Church Porch,1865,Prints,Print
Winslow Homer,Homer,Our National Winter Exercise - Skating,1866,Prints,Print
Winslow Homer,Homer,The Bright Side,1866,Prints,Print
Winslow Homer,Homer,Swinging in a Birch Tree,1867,Prints,Print
Winslow Homer,Homer,The Bird Catchers,1867,Prints,Print
Winslow Homer,Homer,Watching the Crows,1868,Prints,Print
Winslow Homer,Homer,The Strawberry Bed,1868,Prints,Print
Winslow Homer,Homer,Green Apples,1868,Prints,Print
Winslow Homer,Homer,Green Apples,1868,Prints,Print
Winslow Homer,Homer,The Playmates,1869,Prints,Print
Winslow Homer,Homer,The Midnight Coast,1867,Prints,Print
Winslow Homer,Homer,The Sower,1878,Prints,Print
Winslow Homer,Homer,Pumpkins Among the Corn,1878,Prints,Print
Winslow Homer,Homer,A Littoral Tile,1879,Prints,Print
Winslow Homer,Homer,Spring Lamb,1880,Prints,Print
Winslow Homer,Homer,A Charcoal Sketch,1883,Prints,Print
Winslow Homer,Homer,"""Looking over the Cliff""",1883,Prints,Print
Winslow Homer,Homer,Listening to the Voice from the Cliffs,1883,Prints,Print
Winslow Homer,Homer,"""Inside the Bar""",1883,Prints,Print
Winslow Homer,Homer,A Group of Palms,1887,Prints,Print
Winslow Homer,Homer,A Group of Palms,1887,Prints,Print
Winslow Homer,Homer,A Hurricane,1887,Prints,Print
Winslow Homer,Homer,Growing Hemp,1887,Prints,Print
Winslow Homer,Homer,On Abaco Island,1887,Prints,Print
